gene_id	short_gene_id	APA_change	pvalue	APA_type	chrom	strand	gene_name	number_of_PAS	PAS_coordinates	PAS_read_counts	PAS_PAUs	PAUs_control	PAUs_experimental	PAU_changes	P_adj	APA_trend
ENSG00000148730.7	ENSG00000148730	0.247559103497691	0	Last_exon_tandem_APA	chr10	+	EIF4EBP2	6	70423914,70428618,70423851,70427350,70422037,70426009	798,773,233,85,70,41	36.88,35.72,10.77,3.93,3.23,1.89	42.3,28.96,12.69,3.36,4.3,1.75	25.98,47.04,8.58,6.05,2.65,3.03	-16.32,18.08,-4.11,2.69,-1.65,1.28	0	longer
ENSG00000168246.6	ENSG00000168246	0.051595744680851	0.398351442990556	Last_exon_tandem_APA	chr5	-	UBTD2	4	172209645,172210214,172211395,172211633	527,94,31,21	75.72,13.51,4.45,3.02	72.5,13.75,5.62,2.19	73.94,13.3,3.46,3.72	1.44,-0.45,-2.16,1.53	0.499131806665554	no change
ENSG00000263001.8	ENSG00000263001	0.0532804741624634	0.0859149359412473	Last_exon_tandem_APA	chr7	+	GTF2I	5	74760692,74760060,74760121,74759982,74759715	1467,77,63,51,21	82.98,4.36,3.56,2.88,1.19	80.99,5.32,3.74,3.45,1.18	85.52,3.59,4.12,2.52,1.33	4.53,-1.73,0.38,-0.93,0.15	0.190759562925064	no change
ENSG00000196230.14	ENSG00000196230	-0.134541071701804	0	Last_exon_tandem_APA	chr6	+	TUBB	2	30724578,30725422	20125,10169	65.12,32.91	57.82,39.78	71.45,26.97	13.63,-12.81	0	shorter
ENSG00000120802.14	ENSG00000120802	-0.0794249039345576	0.00986620932759807	Last_exon_tandem_APA	chr12	+	TMPO	4	98550312,98535629,98550233,98550382	1092,553,75,38	58.9,29.83,4.05,2.05	44.97,27.37,4.81,2.74	42.83,34.26,3.19,1	-2.14,6.89,-1.62,-1.74	0.0402919183871446	no change
ENSG00000115904.15	ENSG00000115904	0.220389805097451	0.000996337713714879	Mixed_APA	chr2	-	SOS1	4	38981556,38984693,39051379,38992278	145,107,14,10	48.33,35.67,4.67,3.33	39.66,17.24,9.48,5.17	52.72,25,1.09,2.17	13.06,7.76,-8.39,-3	0.00639974524319786	longer
ENSG00000149782.13	ENSG00000149782	0.069611848825332	0.490636300808737	Mixed_APA	chr11	+	PLCB3	3	64267923,64269398,64269424	495,12,12	92.87,2.25,2.25	93.03,1.57,2.02	87.5,4.55,3.41	-5.53,2.98,1.39	0.566273704114124	no change
ENSG00000167085.14	ENSG00000167085	-0.0475944637018462	0.0388780199360935	Last_exon_tandem_APA	chr17	-	PHB1	2	49404834,49404051	2413,715	75.93,22.5	73.01,24.07	77.29,20.05	4.28,-4.02	0.110319155215295	no change
ENSG00000253352.10	ENSG00000253352	0.0493023255813954	0.444085577204752	Last_exon_tandem_APA	chr22	+	TUG1	2	30978845,30979395	522,139	77.22,20.56	76.08,18.6	75.2,21.33	-0.88,2.73	0.531709168342944	no change
ENSG00000117450.15	ENSG00000117450	0.0442492620858788	2.47987339609956e-05	Last_exon_tandem_APA	chr1	-	PRDX1	2	45511050,45511226	9679,1954	81.78,16.51	80.93,16.82	81.53,16.47	0.6,-0.35	0.000272150984042683	no change
ENSG00000116030.17	ENSG00000116030	0.0971961152882205	3.06065379096498e-06	Last_exon_tandem_APA	chr2	-	SUMO1	3	202206482,202206591,202206181	2018,493,313	69.88,17.07,10.84	68.42,19.74,8.94	70.3,12.31,14.85	1.88,-7.43,5.91	4.21789027027472e-05	no change
ENSG00000152154.11	ENSG00000152154	0.131806789701527	0.1592380721062	Last_exon_tandem_APA	chr2	+	TMEM178A	3	39717963,39717677,39717852	309,6,6	93.07,1.81,1.81	83.33,1.52,4.55	94.36,1.88,1.13	11.03,0.36,-3.42	0.283422351836174	no change
ENSG00000140691.18	ENSG00000140691	0.0565400843881857	0.549105608032652	Last_exon_tandem_APA	chr16	+	ARMC5	2	31467165,31467130	130,5	93.53,3.6	91.67,5	94.94,2.53	3.27,-2.47	0.607798446086819	no change
ENSG00000151366.13	ENSG00000151366	0.0249421180904151	0.319590869538461	Last_exon_tandem_APA	chr11	-	NDUFC2	4	78069854,78068346,78069691,78068296	3503,94,76,48	93.21,2.5,2.02,1.28	91.87,2.02,2.65,0.82	92.03,3.09,1.84,1.66	0.16,1.07,-0.81,0.84	0.438146878241868	no change
ENSG00000165775.18	ENSG00000165775	0.0512212619137089	0.366914616295535	Last_exon_tandem_APA	chrX	+	FUNDC2	2	155055109,155055573	721,11	94.13,1.44	95.34,1.37	90.02,1.5	-5.32,0.13	0.476597088920831	no change
ENSG00000167700.9	ENSG00000167700	-0.0577335894249237	0.487678884002333	Last_exon_tandem_APA	chr8	+	MFSD3	3	144511206,144511309,144513672	445,36,6	90.26,7.3,1.22	84.73,8.98,0.6	90.57,3.77,2.52	5.84,-5.21,1.92	0.563986510662269	no change
ENSG00000100836.11	ENSG00000100836	0.155109382189317	5.29713484187511e-09	Last_exon_tandem_APA	chr14	+	PABPN1	2	23326163,23325369	1638,114	90.45,6.29	87.68,5.95	88.03,6.15	0.35,0.2	1.33153397882777e-07	longer
ENSG00000015479.20	ENSG00000015479	0.0329495587922206	0.133275459530841	Last_exon_tandem_APA	chr5	+	MATR3	3	139330441,139329774,139331362	3338,147,92	88.89,3.91,2.45	58.7,5.24,2.09	57.53,2.99,3.08	-1.17,-2.25,0.99	0.253133360134665	no change
ENSG00000090861.17	ENSG00000090861	0.0348789365405918	0.561631471197049	Last_exon_tandem_APA	chr16	-	AARS1	3	70252384,70252297,70250230	597,447,16	56,41.93,1.5	53.94,42.96,1.13	56.18,39.04,2.25	2.24,-3.92,1.12	0.616958204260528	no change
ENSG00000169446.6	ENSG00000169446	0.0501476862487693	0.594470790882651	Last_exon_tandem_APA	chrX	-	MMGT1	3	135962071,135960587,135960902	400,22,10	90.5,4.98,2.26	92.12,4.24,1.21	87.36,5.42,2.89	-4.76,1.18,1.68	0.639909407554184	no change
ENSG00000130529.16	ENSG00000130529	-0.0377252252252252	0.853266984340992	Last_exon_tandem_APA	chr19	+	TRPM4	4	49211836,49159920,49208633,49211773	200,10,8,3	89.69,4.48,3.59,1.35	89.29,5.36,3.57,1.79	90.09,3.6,3.6,0.9	0.8,-1.76,0.03,-0.89	0.85765102111969	no change
ENSG00000172757.13	ENSG00000172757	0.0125684432617752	0.208546368272989	Mixed_APA	chr11	-	CFL1	2	65854810,65854921	17170,2254	86.32,11.33	86.12,11.66	86.16,11.69	0.04,0.03	0.335246296550309	no change
ENSG00000105197.11	ENSG00000105197	0.0511632846934982	0.232112569466228	Mixed_APA	chr19	+	TIMM50	6	39489922,39490092,39493785,39493018,39491064,39490136	814,167,101,80,14,13	67,13.74,8.31,6.58,1.15,1.07	66.58,14.47,6.79,6.15,1.15,1.54	66.36,11.52,10.14,7.37,1.15,0.23	-0.22,-2.95,3.35,1.22,0,-1.31	0.35871217802277	no change
ENSG00000119772.19	ENSG00000119772	0.0708491257928888	0.129118832531921	Last_exon_tandem_APA	chr2	-	DNMT3A	4	25232975,25233433,25227873,25233374	633,107,67,17	72.26,12.21,7.65,1.94	72.15,10.31,5.24,1.27	61.61,15.17,11.76,3.1	-10.54,4.86,6.52,1.83	0.24827785768264	no change
ENSG00000161960.16	ENSG00000161960	0.292004559209771	0	Last_exon_tandem_APA	chr17	+	EIF4A1	2	7578627,7579007	6834,5749	53.19,44.74	62.58,34.57	34.7,63.31	-27.88,28.74	0	longer
ENSG00000197746.15	ENSG00000197746	0.0558423418518922	1.67448693875194e-05	Last_exon_tandem_APA	chr10	-	PSAP	2	71816297,71816548	6122,2735	67.16,30.01	63.68,31.8	67.08,29.67	3.4,-2.13	0.000193934465403201	no change
ENSG00000101290.14	ENSG00000101290	0.287862669245648	4.44089209850063e-16	Last_exon_tandem_APA	chr20	+	CDS2	6	5197887,5191343,5190457,5192660,5190520,5191177	531,244,189,59,31,19	45.7,21,16.27,5.08,2.67,1.64	24.82,34.4,20.57,8.51,3.19,1.42	53.07,16.93,15.57,4.55,3.18,2.05	28.25,-17.47,-5,-3.96,-0.01,0.63	3.05065557209215e-14	longer
ENSG00000108774.15	ENSG00000108774	-0.0357721024695113	0.500312398618508	Last_exon_tandem_APA	chr17	-	RAB5C	2	42124978,42125568	1047,49	92.65,4.34	89.31,5.12	90.9,3.82	1.59,-1.3	0.573062626551725	no change
ENSG00000103363.16	ENSG00000103363	0.0854454064924736	1.6643275646544e-10	Last_exon_tandem_APA	chr16	-	ELOB	2	2771940,2771413	5865,290	95.06,4.7	96.27,2.9	92.74,6.4	-3.53,3.5	5.82773686938714e-09	no change
ENSG00000111642.16	ENSG00000111642	0.0859175911424939	0.000184870740374987	Last_exon_tandem_APA	chr12	-	CHD4	2	6570081,6570337	2287,132	90.83,5.24	75.38,9.85	81.67,3.62	6.29,-6.23	0.0015650534267493	no change
ENSG00000100138.15	ENSG00000100138	0.10082750922151	3.00853228418774e-06	Last_exon_tandem_APA	chr22	-	SNU13	2	41674812,41673932	1762,828	66.84,31.41	70.17,27.23	61.18,36.76	-8.99,9.53	4.17161510406864e-05	longer
ENSG00000135018.14	ENSG00000135018	0.120373284593478	3.11575184428481e-05	Last_exon_tandem_APA	chr9	-	UBQLN1	4	83659969,83661431,83660871,83660273	1035,202,123,24	70.26,13.71,8.35,1.63	62.87,14.82,10.59,1.63	74.62,10.24,6.75,1.86	11.75,-4.58,-3.84,0.23	0.00033379346246094	longer
ENSG00000127884.5	ENSG00000127884	0.0393212573156367	0.23872107321007	Last_exon_tandem_APA	chr10	-	ECHS1	2	133362484,133362778	1812,34	97.31,1.83	93.57,1.61	95.27,1.85	1.7,0.24	0.364542836894183	no change
ENSG00000114054.14	ENSG00000114054	0.125052366987851	0.026595189443604	Mixed_APA	chr3	+	PCCB	3	136330169,136332589,136337610	403,54,11	81.58,10.93,2.23	85.39,8.44,1.62	73.12,15.05,3.23	-12.27,6.61,1.61	0.0844315314820092	no change
ENSG00000147679.12	ENSG00000147679	0.284933645589383	0.000310374621026344	Mixed_APA	chr8	+	UTP23	9	116774684,116772208,116771940,116773890,116772874,116771992,116772702,116773844,116849053	102,30,19,15,11,7,5,5,3	49.51,14.56,9.22,7.28,5.34,3.4,2.43,2.43,1.46	40.98,18.03,12.3,9.02,8.2,4.1,4.1,0,1.64	60.71,9.52,4.76,4.76,1.19,2.38,0,5.95,1.19	19.73,-8.51,-7.54,-4.26,-7.01,-1.72,-4.1,5.95,-0.45	0.00241993585138367	longer
ENSG00000005156.12	ENSG00000005156	0.124155094014993	0.0911908565565123	Last_exon_tandem_APA	chr17	+	LIG3	8	35004805,35005064,35009600,35004175,35009245,35004959,35004725,35003134	167,110,48,20,13,12,10,7	39.86,26.25,11.46,4.77,3.1,2.86,2.39,1.67	40.19,25,10.44,5.38,2.22,2.85,2.85,2.22	37.86,23.3,14.56,2.91,5.83,2.91,0,0	-2.33,-1.7,4.12,-2.47,3.61,0.06,-2.85,-2.22	0.198266856282207	no change
ENSG00000173812.11	ENSG00000173812	0.256455996372765	0	Last_exon_tandem_APA	chr17	+	EIF1	3	41690999,41691644,41692668	4602,3491,246	54.31,41.2,2.9	64.63,30.71,0.6	40.5,51.43,5.32	-24.13,20.72,4.72	0	longer
ENSG00000103275.21	ENSG00000103275	0.0751985560522214	0.00024972565836423	Last_exon_tandem_APA	chr16	+	UBE2I	2	1325350,1327017	2875,199	93.01,6.44	94.46,3.7	88.05,10.28	-6.41,6.58	0.00201730807865324	no change
ENSG00000109084.14	ENSG00000109084	0.0727499529278855	0.00761316378246712	Last_exon_tandem_APA	chr17	+	TMEM97	4	28328225,28328685,28326874,28327764	1314,316,54,43	71.26,17.14,2.93,2.33	72.55,14.26,3.72,2.34	69.14,20.35,2.32,2.99	-3.41,6.09,-1.4,0.65	0.0331130308740559	no change
ENSG00000169239.13	ENSG00000169239	0.515384615384615	0.0114262438495246	Last_exon_tandem_APA	chrX	+	CA5B	4	15784535,15788411,15786609,15787630	8,8,6,3	22.22,22.22,16.67,8.33	26.92,15.38,11.54,7.69	10,40,30,10	-16.92,24.62,18.46,2.31	0.0449605458687678	longer
ENSG00000111237.19	ENSG00000111237	0.264705882352941	0	Last_exon_tandem_APA	chr12	-	VPS29	5	110491922,110491623,110491524,110491999,110491878	444,410,156,26,15	39.78,36.74,13.98,2.33,1.34	52.38,28.57,8.73,4.56,1.39	29.74,43.95,18.63,1.63,2.12	-22.64,15.38,9.9,-2.93,0.73	0	longer
ENSG00000102054.18	ENSG00000102054	0.0454111777011364	0.0706071423891708	Mixed_APA	chrX	-	RBBP7	3	16844649,16844340,16844780	2528,52,34	95.69,1.97,1.29	95.38,1.04,1.3	94.57,3.26,0.18	-0.81,2.22,-1.12	0.166901411704793	no change
ENSG00000164096.13	ENSG00000164096	0.208574531978787	1.14575016141316e-13	Last_exon_tandem_APA	chr4	-	C4orf3	2	119298487,119297053	935,424	68.2,30.93	74.18,20.99	55.11,41.44	-19.07,20.45	6.02959397810353e-12	longer
ENSG00000174238.16	ENSG00000174238	0.197826086956522	1.9890574198822e-07	Last_exon_tandem_APA	chr17	-	PITPNA	2	1517988,1520214	490,289	60.87,35.9	50.43,40.87	68.04,25.43	17.61,-15.44	3.53745607144663e-06	longer
ENSG00000080824.19	ENSG00000080824	-0.0317916075795013	0.00221985509643896	Last_exon_tandem_APA	chr14	-	HSP90AA1	2	102081047,102080741	11527,354	95.23,2.92	91.9,2.91	93.24,3.04	1.34,0.13	0.0122781044946861	no change
ENSG00000175768.13	ENSG00000175768	0.0513116236996834	0.0500424848687859	Mixed_APA	chr9	-	TOMM5	2	37588412,37588703	1708,753	68.65,30.27	66.79,28.73	68.41,28.52	1.62,-0.21	0.131838113210737	no change
ENSG00000141552.18	ENSG00000141552	0.0524374036419699	0.0172696212088066	Last_exon_tandem_APA	chr17	+	ANAPC11	2	81900254,81900355	2779,127	93.22,4.26	93.04,4.15	91.96,4.61	-1.08,0.46	0.0615482460427923	no change
ENSG00000101182.15	ENSG00000101182	0.0639272022051232	6.52582748905672e-05	Last_exon_tandem_APA	chr20	-	PSMA7	2	62136732,62136832	4384,241	92.82,5.1	88.08,6.12	91.47,4.62	3.39,-1.5	0.000638325234500233	no change
ENSG00000099810.21	ENSG00000099810	0.16253202888423	0.00357026063640831	Mixed_APA	chr9	+	MTAP	10	21862944,21865971,21863286,21862599,21862367,21867081,21867713,21936026,21866152,21914856	112,108,52,48,23,19,17,15,8,6	23.19,22.36,10.77,9.94,4.76,3.93,3.52,3.11,1.66,1.24	25.31,23.46,11.42,13.27,5.56,4.01,1.85,2.16,2.47,1.85	23.27,21.38,9.43,5.03,4.4,5.03,8.18,6.29,1.26,2.52	-2.04,-2.08,-1.99,-8.24,-1.16,1.02,6.33,4.13,-1.21,0.67	0.0179691137958827	longer
ENSG00000187079.20	ENSG00000187079	0.0716339735031324	0.36444201961664	Last_exon_tandem_APA	chr11	+	TEAD1	3	12944730,12944025,12943478	367,6,4	92.68,1.52,1.01	87.91,1.1,1.1	92.06,1.87,0.93	4.15,0.77,-0.17	0.47441251765227	no change
ENSG00000198786.2	ENSG00000198786	0.32230133435658	0	Last_exon_tandem_APA	chrM	+	MT-ND5	6	14747,13008,14193,13992,13667,13900	8598,4385,568,425,339,281	35.79,18.25,2.36,1.77,1.41,1.17	24.37,35.96,1.74,1.26,1.57,1.94	47.41,3.84,3.29,3.75,3.23,1.79	23.04,-32.12,1.55,2.49,1.66,-0.15	0	longer
ENSG00000153574.9	ENSG00000153574	0.102764423076923	0.297627828054094	Last_exon_tandem_APA	chr2	+	RPIA	2	88750929,88750316	201,24	86.64,10.34	78.91,13.28	87.5,6.73	8.59,-6.55	0.419147546894959	no change
ENSG00000110422.12	ENSG00000110422	0.120601733809281	0.220888311802963	Last_exon_tandem_APA	chr11	+	HIPK3	2	33357023,33355366	125,10	87.41,6.99	81.08,10.81	89.62,5.66	8.54,-5.15	0.348617154035926	no change
ENSG00000179361.18	ENSG00000179361	0.0499112579189982	0.369032259183321	Last_exon_tandem_APA	chr15	+	ARID3B	2	74598131,74596765	760,31	93.71,3.82	88.27,5.53	92.2,1.67	3.93,-3.86	0.478105571608222	no change
ENSG00000088832.18	ENSG00000088832	0.0359771569705646	0.0975648311013202	Mixed_APA	chr20	-	FKBP1A	3	1368977,1369860,1371781	3481,49,40	96.13,1.35,1.1	94.59,1.33,1.38	95.72,1.39,0.66	1.13,0.06,-0.72	0.207072149783203	no change
ENSG00000135387.21	ENSG00000135387	-0.141871745949617	2.66453525910038e-15	Last_exon_tandem_APA	chr11	+	CAPRIN1	8	34101157,34099060,34100508,34102098,34102610,34099516,34101609,34101935	1446,602,452,178,46,44,39,37	43.31,18.03,13.54,5.33,1.38,1.32,1.17,1.11	52.4,11.4,16.76,4.49,1.18,1.99,1.37,1	36.91,25.72,12.34,8.42,3.98,1.5,1.61,2.02	-15.49,14.32,-4.42,3.93,2.8,-0.49,0.24,1.02	1.67679390186324e-13	shorter
ENSG00000134815.19	ENSG00000134815	-0.139919470808168	0.0639063681456569	Last_exon_tandem_APA	chr19	+	DHX34	2	47382279,47382645	169,118	56.9,39.73	53.55,30.6	62.28,23.68	8.73,-6.92	0.155851871800208	no change
ENSG00000088356.6	ENSG00000088356	0.0895216983545059	0.0859964311521894	Last_exon_tandem_APA	chr20	-	PDRG1	2	31944963,31944341	582,15	94.94,2.45	95.95,1.35	94.01,3.47	-1.94,2.12	0.190846333893601	no change
ENSG00000140262.18	ENSG00000140262	0.0762613345733549	0.192009477661719	Mixed_APA	chr15	+	TCF12	3	57288518,57289853,57288415	495,42,10	85.94,7.29,1.74	79.84,6.72,1.58	77.71,7.74,1.86	-2.13,1.02,0.28	0.318858329853812	no change
ENSG00000143252.16	ENSG00000143252	-0.0233343856792339	0.726177949213224	Last_exon_tandem_APA	chr1	+	SDHC	2	161363194,161364751	1196,16	97.31,1.3	96.64,1.08	96.3,1.65	-0.34,0.57	0.745309690347833	no change
ENSG00000167526.14	ENSG00000167526	0.0292157529760713	0.000146107387669292	Last_exon_tandem_APA	chr16	+	RPL13	4	89563066,89563440,89563230,89563295	20805,2005,570,341	85.74,8.26,2.35,1.41	85.65,8.64,2.27,1.45	85.41,8.33,2.47,1.85	-0.24,-0.31,0.2,0.4	0.00127900815334237	no change
ENSG00000130821.17	ENSG00000130821	0.175141501867596	1.71224714073936e-07	Last_exon_tandem_APA	chrX	+	SLC6A8	3	153696588,153695404,153695954	604,368,21	58.58,35.69,2.04	46.37,43.43,2.25	61.37,26.93,2.43	15,-16.5,0.18	3.09407871877782e-06	longer
ENSG00000108561.8	ENSG00000108561	0.0304494521065481	0.232864511975562	Last_exon_tandem_APA	chr17	-	C1QBP	3	5432776,5432635,5432879	4204,312,92	90.25,6.7,1.98	89.61,6.29,2.13	87.61,8.79,1.8	-2,2.5,-0.33	0.359503815966389	no change
ENSG00000197965.12	ENSG00000197965	0.0682992745720923	0.205003849118995	Last_exon_tandem_APA	chr1	+	MPZL1	5	167790823,167790163,167788156,167788726,167791916	500,96,86,30,12	67.11,12.89,11.54,4.03,1.61	65.65,12.21,14.12,4.58,0.76	66.67,13.25,10.14,3.73,2.07	1.02,1.04,-3.98,-0.85,1.31	0.332043044670594	no change
ENSG00000012660.14	ENSG00000012660	0.0548600017979518	0.101966454946884	Last_exon_tandem_APA	chr6	-	ELOVL5	3	53267403,53294087,53267491	1467,23,19	96.2,1.51,1.25	92.78,1.47,1.1	94.77,1.13,1.27	1.99,-0.34,0.17	0.213620235245802	no change
ENSG00000112081.17	ENSG00000112081	0.0830300218111656	3.11658809870607e-08	Last_exon_tandem_APA	chr6	+	SRSF3	4	36602784,36602289,36603431,36602921	3027,1216,862,621	49.74,19.98,14.16,10.2	52.43,20.79,13.12,10.9	46.26,20.61,18.4,11.61	-6.17,-0.18,5.28,0.71	6.47028031250449e-07	no change
ENSG00000053501.14	ENSG00000053501	-0.14655737704918	0.177296719469553	Last_exon_tandem_APA	chr19	+	USE1	2	17219829,17217771	103,7	92.79,6.31	88.52,9.84	96,2	7.48,-7.84	0.303961359974567	no change
ENSG00000131941.8	ENSG00000131941	-0.0594277329420396	0.454005515019225	Last_exon_tandem_APA	chr19	-	RHPN2	3	32978591,32979390,32979182	148,7,3	90.8,4.29,1.84	90.52,4.31,1.72	91.49,4.26,2.13	0.97,-0.05,0.41	0.539365538151603	no change
ENSG00000165724.6	ENSG00000165724	0.0675345466801483	0.247368574681652	Last_exon_tandem_APA	chr9	-	ZMYND19	3	137582080,137582213,137582293	406,197,10	65.48,31.77,1.61	62.5,22.67,1.74	68.12,19.57,0.72	5.62,-3.1,-1.02	0.372932568731875	no change
ENSG00000168872.17	ENSG00000168872	0.0474313469082757	0.597051193001772	Last_exon_tandem_APA	chr16	+	DDX19A	4	70373383,70372650,70373256,70372193	378,36,29,14	80.94,7.71,6.21,3	78.87,7.55,4.91,3.4	77.72,7.43,7.92,2.48	-1.15,-0.12,3.01,-0.92	0.641612572942793	no change
ENSG00000150753.12	ENSG00000150753	0.0366708011257453	0.0438440773228903	Last_exon_tandem_APA	chr5	+	CCT5	4	10265013,10264926,10265080,10266389	2328,1206,1077,82	47.41,24.56,21.93,1.67	46.97,24.78,21.36,2.25	48.28,23.59,23.53,1.9	1.31,-1.19,2.17,-0.35	0.119888438720355	no change
ENSG00000132640.15	ENSG00000132640	0.0966580236243158	0.15121473231517	Last_exon_tandem_APA	chr20	+	BTBD3	2	11926595,11924742	378,13	91.75,3.16	88.03,3.42	94.38,2.25	6.35,-1.17	0.273529161817031	no change
ENSG00000185651.16	ENSG00000185651	0.109122321167698	2.21801224031815e-06	Last_exon_tandem_APA	chr22	+	UBE2L3	5	21621873,21622939,21624034,21621913,21623489	1197,439,267,148,124	51.95,19.05,11.59,6.42,5.38	52.55,23.09,8.29,8.22,5.24	53.36,14.46,18.39,6.5,5.83	0.81,-8.63,10.1,-1.72,0.59	3.16823684930524e-05	longer
ENSG00000143933.20	ENSG00000143933	0.0133464605122746	0.379492413057378	Last_exon_tandem_APA	chr2	-	CALM2	2	47160168,47160088	12033,462	95.34,3.66	95.31,3.66	95.05,3.76	-0.26,0.1	0.485616110771697	no change
ENSG00000278259.5	ENSG00000278259	-0.0601561924408754	0.592194392652289	Last_exon_tandem_APA	chr17	-	MYO19	3	36495638,36513085,36495754	156,127,81	41.6,33.87,21.6	41.16,33.21,20.94	41.84,27.55,23.47	0.68,-5.66,2.53	0.638451819752959	no change
ENSG00000115159.16	ENSG00000115159	-0.141313998224327	0.0985864181850693	Mixed_APA	chr2	+	GPD2	6	156586154,156586403,156583407,156583339,156585794,156586094	154,52,9,8,3,3	66.09,22.32,3.86,3.43,1.29,1.29	58.06,28.23,4.84,4.84,0.81,0	75.23,15.6,2.75,1.83,1.83,1.83	17.17,-12.63,-2.09,-3.01,1.02,1.83	0.208258022828037	no change
ENSG00000138160.7	ENSG00000138160	-0.128048780487805	0.114015741539432	Last_exon_tandem_APA	chr10	+	KIF11	3	92655395,92653858,92654350	335,46,28	78.64,10.8,6.57	73.84,9.3,5.81	62.2,17.07,9.76	-11.64,7.77,3.95	0.229639135656524	no change
ENSG00000132341.12	ENSG00000132341	0.0813634709145835	5.03819208574896e-13	Last_exon_tandem_APA	chr12	+	RAN	3	130876278,130877678,130877346	10136,635,198	89.75,5.62,1.75	89.9,3.44,1.47	82.55,7.89,3.14	-7.35,4.45,1.67	2.43681717703865e-11	no change
ENSG00000166913.13	ENSG00000166913	0.135597127988934	1.48658862997308e-13	Last_exon_tandem_APA	chr20	+	YWHAB	2	44908520,44906527	2119,882	65.95,27.45	60.25,24.64	72.34,16.9	12.09,-7.74	7.68839717306195e-12	longer
ENSG00000198695.2	ENSG00000198695	-0.116814168065672	2.57497439365428e-05	Last_exon_tandem_APA	chrM	-	MT-ND6	2	14203,14405	368,98	23.54,6.27	10.61,10.04	16.24,8.29	5.63,-1.75	0.000280875085678726	shorter
ENSG00000180340.7	ENSG00000180340	0.136759550722564	2.56274275135526e-05	Last_exon_tandem_APA	chr17	+	FZD2	3	44559489,44561257,44559583	739,374,48	62.26,31.51,4.04	67.03,24.57,2.37	55.19,34.44,4.43	-11.84,9.87,2.06	0.000279880121595219	longer
ENSG00000105983.23	ENSG00000105983	0.0790082071436828	0.201285479567843	Mixed_APA	chr7	-	LMBR1	9	156680880,156682938,156679938,156681518,156682429,156682990,156683175,156680001,156682524	135,87,81,72,26,9,9,8,8	25.05,16.14,15.03,13.36,4.82,1.67,1.67,1.48,1.48	28.44,21.33,13.74,9,5.69,2.37,1.9,0.47,1.42	24.7,13.72,17.38,17.38,5.79,2.13,1.83,3.35,1.83	-3.74,-7.61,3.64,8.38,0.1,-0.24,-0.07,2.88,0.41	0.328275912155276	no change
ENSG00000172115.9	ENSG00000172115	0.117303061035766	1.08246744900953e-13	Last_exon_tandem_APA	chr7	-	CYCS	8	25122825,25123096,25123670,25118655,25123601,25123170,25122886,25123461	3028,473,196,153,153,105,80,47	64.43,10.06,4.17,3.26,3.26,2.23,1.7,1	60.38,11.7,6.53,2.27,4.83,3.3,2.77,1.7	67.69,9.89,3.83,6,2.83,1.65,2.06,1.24	7.31,-1.81,-2.7,3.73,-2,-1.65,-0.71,-0.46	5.76397903765488e-12	longer
ENSG00000188021.9	ENSG00000188021	0.0871828236824984	0.0629705342439119	Last_exon_tandem_APA	chrX	+	UBQLN2	2	56566942,56567868	766,47	90.65,5.56	86.42,2.64	84.66,6.9	-1.76,4.26	0.154406495275467	no change
ENSG00000096746.18	ENSG00000096746	0.169604851659743	0	Last_exon_tandem_APA	chr10	+	HNRNPH3	2	68342271,68343191	1591,1072	57.07,38.45	63.44,31.95	47.16,48.09	-16.28,16.14	0	longer
ENSG00000131470.15	ENSG00000131470	-0.06875	0.617107052072526	Last_exon_tandem_APA	chr17	-	PSMC3IP	2	42572309,42572401	230,3	97.87,1.28	98.12,1.25	96,1.33	-2.12,0.08	0.65650152046349	no change
ENSG00000100297.16	ENSG00000100297	-0.100851339085436	0.0690631970164218	Last_exon_tandem_APA	chr22	+	MCM5	2	35424502,35425431	1367,58	93.69,3.98	92.54,3.88	92.47,4.79	-0.07,0.91	0.164200715971144	no change
ENSG00000124608.5	ENSG00000124608	0.072215663124754	0.525291897898618	Last_exon_tandem_APA	chr6	-	AARS2	6	44298730,44299688,44299976,44299559,44298967,44299600	85,53,44,37,16,3	34.41,21.46,17.81,14.98,6.48,1.21	32.23,19.83,18.18,19.01,5.79,0	35.71,23.02,17.46,11.11,7.14,2.38	3.48,3.19,-0.72,-7.9,1.35,2.38	0.590076368641825	no change
ENSG00000103194.16	ENSG00000103194	0.0720144013283984	0.083163894476022	Last_exon_tandem_APA	chr16	+	USP10	2	84779922,84779739	1016,27	94.51,2.51	92.44,2.52	95.01,2.49	2.57,-0.03	0.186584863223566	no change
ENSG00000042753.12	ENSG00000042753	0.0504497354497355	0.0247162573935008	Mixed_APA	chr19	-	AP2S1	2	46838166,46845647	2787,94	95.71,3.23	94.78,3.51	95.71,2.71	0.93,-0.8	0.0799771592766925	no change
ENSG00000069849.11	ENSG00000069849	0.0309331747998024	0.231317903608619	Last_exon_tandem_APA	chr3	+	ATP1B3	2	141926198,141926519	2698,287	87.77,9.34	86.67,8.37	85.98,9.63	-0.69,1.26	0.358043799719039	no change
