gene_id	chrom	strand	gene_name	PAS	~/Desktop/KSAPA/WT_D0_dRNA.no_sec.isoquant/OUT/	~/Desktop/KSAPA/WT_D7_dRNA_4.isoquant/
ENSG00000007168.14	chr17	+	PAFAH1B1	2684500	13.31	18.62
ENSG00000007168.14	chr17	+	PAFAH1B1	2681956	4.55	1.96
ENSG00000007202.15	chr17	-	BLTP2	28614445	78.29	75.14
ENSG00000007202.15	chr17	-	BLTP2	28614710	16.21	19.21
ENSG00000007237.19	chr17	-	GAS7	9910669	21.43	44.44
ENSG00000007237.19	chr17	-	GAS7	9915545	14.29	16.67
ENSG00000007237.19	chr17	-	GAS7	9910611	10.71	14.81
ENSG00000007237.19	chr17	-	GAS7	9910953	14.29	9.26
ENSG00000007237.19	chr17	-	GAS7	9914041	10.71	3.7
ENSG00000007237.19	chr17	-	GAS7	9912964	3.57	3.7
ENSG00000007237.19	chr17	-	GAS7	9915250	3.57	3.7
ENSG00000007255.10	chr19	-	TRAPPC6A	45162932	97.65	97.37
ENSG00000007312.14	chr17	-	CD79B	63928739	100	100
ENSG00000007341.19	chr1	-	ST7L	112610458	14.77	29.91
ENSG00000007341.19	chr1	-	ST7L	112606679	27.27	10.26
ENSG00000007341.19	chr1	-	ST7L	112525877	15.91	17.95
ENSG00000007341.19	chr1	-	ST7L	112523513	3.41	5.98
ENSG00000007341.19	chr1	-	ST7L	112525283	4.55	5.98
ENSG00000007341.19	chr1	-	ST7L	112541789	2.27	5.13
ENSG00000007341.19	chr1	-	ST7L	112591368	7.95	0
ENSG00000007341.19	chr1	-	ST7L	112524252	1.14	3.42
ENSG00000007341.19	chr1	-	ST7L	112576658	1.14	2.56
ENSG00000007341.19	chr1	-	ST7L	112540792	2.27	1.71
ENSG00000007341.19	chr1	-	ST7L	112571862	2.27	1.71
ENSG00000007341.19	chr1	-	ST7L	112591481	3.41	0
ENSG00000007376.8	chr16	-	RPUSD1	784981	99.14	99.19
ENSG00000007384.15	chr16	-	RHBDF1	58058	95.83	94.21
ENSG00000007384.15	chr16	-	RHBDF1	58139	4.17	2.48
ENSG00000007392.17	chr16	-	LUC7L	188989	67.1	68.29
ENSG00000007392.17	chr16	-	LUC7L	189097	10.91	8.17
ENSG00000007392.17	chr16	-	LUC7L	189522	7.76	9.92
ENSG00000007402.12	chr3	-	CACNA2D2	50362798	34.34	45.19
ENSG00000007402.12	chr3	-	CACNA2D2	50362887	45.45	41.35
ENSG00000007402.12	chr3	-	CACNA2D2	50414917	15.15	0
ENSG00000007516.14	chr16	+	BAIAP3	1349439	100	94.12
ENSG00000007520.4	chr16	-	TSR3	1349239	91.16	93.09
ENSG00000007541.17	chr16	+	PIGQ	584109	86.62	88.35
ENSG00000007541.17	chr16	+	PIGQ	577217	8.28	8.74
ENSG00000007541.17	chr16	+	PIGQ	577280	2.55	0.97
ENSG00000007545.16	chr16	+	CRAMP1	1677908	81.69	93.55
ENSG00000007545.16	chr16	+	CRAMP1	1677822	11.27	3.23
ENSG00000007866.22	chr6	-	TEAD3	35473596	60.76	60.94
ENSG00000007923.17	chr1	-	DNAJC11	6634169	83.14	86.41
ENSG00000007923.17	chr1	-	DNAJC11	6635112	9.7	9.71
ENSG00000007944.15	chr6	+	MYLIP	16148248	95.65	91.55
ENSG00000007944.15	chr6	+	MYLIP	16148108	2.17	2.82
ENSG00000007968.7	chr1	-	E2F2	23506437	86.84	100
ENSG00000008018.9	chr6	-	PSMB1	170535119	93.68	94.46
ENSG00000008056.14	chrX	-	SYN1	47571900	94.12	97.61
ENSG00000008056.14	chrX	-	SYN1	47589956	4.71	0.27
ENSG00000008083.14	chr6	+	JARID2	15522022	61.9	65.28
ENSG00000008083.14	chr6	+	JARID2	15521635	24.9	23.61
ENSG00000008083.14	chr6	+	JARID2	15521886	5.17	5.56
ENSG00000008086.13	chrX	+	CDKL5	18635393	55.17	51.52
ENSG00000008086.13	chrX	+	CDKL5	18640187	0	16.67
ENSG00000008086.13	chrX	+	CDKL5	18638400	10.34	6.06
ENSG00000008086.13	chrX	+	CDKL5	18635629	6.9	6.06
ENSG00000008086.13	chrX	+	CDKL5	18629422	0	4.55
ENSG00000008118.10	chr1	+	CAMK1G	209613937	66.67	81.82
ENSG00000008118.10	chr1	+	CAMK1G	209591436	22.22	9.09
ENSG00000008128.23	chr1	-	CDK11A	1702729	50	52.27
ENSG00000008128.23	chr1	-	CDK11A	1702382	37.88	40.91
ENSG00000008128.23	chr1	-	CDK11A	1635273	4.55	1.14
ENSG00000008130.15	chr1	-	NADK	1751234	56.41	72.65
ENSG00000008130.15	chr1	-	NADK	1752514	33.7	17.14
ENSG00000008130.15	chr1	-	NADK	1751277	6.96	5.31
ENSG00000008256.16	chr7	-	CYTH3	6161778	85.19	93.28
ENSG00000008256.16	chr7	-	CYTH3	6164309	9.26	2.52
ENSG00000008277.15	chr7	+	ADAM22	88202889	11.11	72.55
ENSG00000008277.15	chr7	+	ADAM22	88200307	31.75	11.11
ENSG00000008277.15	chr7	+	ADAM22	88198532	17.46	5.23
ENSG00000008277.15	chr7	+	ADAM22	88196757	15.87	1.96
ENSG00000008277.15	chr7	+	ADAM22	88199755	9.52	0
ENSG00000008277.15	chr7	+	ADAM22	88197247	1.59	0.65
ENSG00000008282.10	chr7	-	SYPL1	106090504	77.35	81.7
ENSG00000008282.10	chr7	-	SYPL1	106091697	17.26	13.88
ENSG00000008282.10	chr7	-	SYPL1	106090361	3.36	2.21
ENSG00000008283.16	chr17	-	CYB561	63432303	93.27	95.83
ENSG00000008283.16	chr17	-	CYB561	63432382	1.92	1.39
ENSG00000008294.22	chr17	-	SPAG9	50962175	22.16	55.88
ENSG00000008294.22	chr17	-	SPAG9	50965642	65.87	33.53
ENSG00000008294.22	chr17	-	SPAG9	50963921	1.2	1.54
ENSG00000008294.22	chr17	-	SPAG9	50972972	0.6	1.73
ENSG00000008294.22	chr17	-	SPAG9	50962733	1.2	1.35
ENSG00000008300.17	chr3	-	CELSR3	48636464	85.37	93.93
ENSG00000008311.16	chr7	-	AASS	122073548	66.79	75.68
ENSG00000008311.16	chr7	-	AASS	122076480	9.23	5.95
ENSG00000008311.16	chr7	-	AASS	122076244	10.33	3.24
ENSG00000008311.16	chr7	-	AASS	122076367	3.32	3.24
ENSG00000008311.16	chr7	-	AASS	122143136	2.21	0.54
ENSG00000008311.16	chr7	-	AASS	122075752	1.85	0
ENSG00000008324.12	chr3	+	SS18L2	42594994	97.34	97.81
ENSG00000008382.16	chr19	+	MPND	4360078	71.12	70.06
ENSG00000008382.16	chr19	+	MPND	4354577	4.28	8.38
ENSG00000008382.16	chr19	+	MPND	4360143	4.28	2.99
ENSG00000008382.16	chr19	+	MPND	4360405	1.6	1.2
ENSG00000008382.16	chr19	+	MPND	4364726	1.07	1.2
ENSG00000008394.13	chr12	+	MGST1	16364410	97.34	98.68
ENSG00000008405.12	chr12	-	CRY1	106991363	97.74	93.8
ENSG00000008513.16	chr8	-	ST3GAL1	133454847	61.54	95.97
ENSG00000008513.16	chr8	-	ST3GAL1	133566984	7.69	2.01
ENSG00000008513.16	chr8	-	ST3GAL1	133458276	15.38	0.67
ENSG00000008710.20	chr16	-	PKD1	2088707	91.07	92.5
ENSG00000008710.20	chr16	-	PKD1	2088747	3.57	0.62
ENSG00000008710.20	chr16	-	PKD1	2089256	1.79	1.25
ENSG00000008710.20	chr16	-	PKD1	2107733	0	1.88
ENSG00000008735.14	chr22	+	MAPK8IP2	50611549	88.54	74.45
ENSG00000008735.14	chr22	+	MAPK8IP2	50613978	5.21	21.31
ENSG00000008838.21	chr17	-	MED24	40019103	92.43	96.9
ENSG00000008853.18	chr8	+	RHOBTB2	23020194	81.08	79.88
ENSG00000008853.18	chr8	+	RHOBTB2	23018440	10.81	7.69
ENSG00000008853.18	chr8	+	RHOBTB2	23020729	2.7	2.37
ENSG00000008869.12	chr2	-	HEATR5B	36981008	88.46	90.48
ENSG00000008869.12	chr2	-	HEATR5B	36980894	1.92	7.48
ENSG00000008869.12	chr2	-	HEATR5B	36968382	5.77	0
ENSG00000008952.17	chr3	+	SEC62	169994173	40.93	40.76
ENSG00000008952.17	chr3	+	SEC62	169996465	15.35	23.43
ENSG00000008952.17	chr3	+	SEC62	169993825	17.67	6.6
ENSG00000008952.17	chr3	+	SEC62	169994510	5.12	5.12
ENSG00000008952.17	chr3	+	SEC62	169998373	3.26	4.79
ENSG00000008952.17	chr3	+	SEC62	169994445	4.19	3.8
ENSG00000008952.17	chr3	+	SEC62	169994624	3.26	4.29
ENSG00000008952.17	chr3	+	SEC62	169995514	2.56	2.31
ENSG00000008988.11	chr8	-	RPS20	56073053	95.52	94.52
ENSG00000009307.17	chr1	-	CSDE1	114716915	39.98	54.28
ENSG00000009307.17	chr1	-	CSDE1	114717293	34.6	34.21
ENSG00000009307.17	chr1	-	CSDE1	114717976	21.5	9.1
ENSG00000009335.18	chr7	+	UBE3C	157269370	46.82	68.12
ENSG00000009335.18	chr7	+	UBE3C	157269117	31.36	16.3
ENSG00000009335.18	chr7	+	UBE3C	157268583	9.55	6.88
ENSG00000009335.18	chr7	+	UBE3C	157269166	3.64	1.81
ENSG00000009335.18	chr7	+	UBE3C	157232763	2.27	0.36
ENSG00000009335.18	chr7	+	UBE3C	157217024	1.36	1.09
ENSG00000009413.16	chr6	-	REV3L	111299032	92.86	87.21
ENSG00000009780.16	chr1	+	FAM76A	27763116	29.09	75
ENSG00000009780.16	chr1	+	FAM76A	27761604	63.64	19.44
ENSG00000009780.16	chr1	+	FAM76A	27739839	3.64	2.78
ENSG00000009830.13	chr14	-	POMT2	77276990	56.25	43.67
ENSG00000009830.13	chr14	-	POMT2	77274955	33.04	48.73
ENSG00000009830.13	chr14	-	POMT2	77305522	1.79	0.63
ENSG00000009844.16	chr6	+	VTA1	142219603	44.19	40.78
ENSG00000009844.16	chr6	+	VTA1	142220777	19.9	25.18
ENSG00000009844.16	chr6	+	VTA1	142219074	14.47	9.57
ENSG00000009844.16	chr6	+	VTA1	142220948	7.49	10.99
ENSG00000009844.16	chr6	+	VTA1	142219869	7.49	5.67
ENSG00000009844.16	chr6	+	VTA1	142224685	0.78	3.55
ENSG00000009954.11	chr7	-	BAZ1B	73440405	67.24	69.16
ENSG00000009954.11	chr7	-	BAZ1B	73441291	1.44	0.86
ENSG00000010017.13	chr6	-	RANBP9	13621499	76.72	83.33
ENSG00000010017.13	chr6	-	RANBP9	13621617	11.11	9.65
ENSG00000010072.16	chr1	+	SPRTN	231354243	44.83	34.21
ENSG00000010072.16	chr1	+	SPRTN	231355023	22.41	34.21
ENSG00000010072.16	chr1	+	SPRTN	231354713	15.52	3.95
ENSG00000010072.16	chr1	+	SPRTN	231352522	5.17	5.26
ENSG00000010072.16	chr1	+	SPRTN	231354364	5.17	1.32
ENSG00000010072.16	chr1	+	SPRTN	231351584	0	3.95
ENSG00000010072.16	chr1	+	SPRTN	231353132	1.72	2.63
ENSG00000010165.20	chr1	+	METTL13	171796959	50.16	49.15
ENSG00000010165.20	chr1	+	METTL13	171797714	36.48	37.29
ENSG00000010165.20	chr1	+	METTL13	171790923	5.21	6.78
ENSG00000010165.20	chr1	+	METTL13	171796834	1.63	0
ENSG00000010219.14	chr12	+	DYRK4	4613875	86.49	85.71
ENSG00000010219.14	chr12	+	DYRK4	4606001	2.7	3.57
ENSG00000010219.14	chr12	+	DYRK4	4613820	5.41	1.79
ENSG00000010244.19	chr17	+	ZNF207	32370341	48.65	51.08
ENSG00000010244.19	chr17	+	ZNF207	32370449	23.77	24.3
ENSG00000010244.19	chr17	+	ZNF207	32369966	15.08	7.74
ENSG00000010244.19	chr17	+	ZNF207	32381885	1.38	6.13
ENSG00000010244.19	chr17	+	ZNF207	32373749	1.25	1.94
ENSG00000010256.11	chr3	-	UQCRC1	48599001	97.09	97.77
ENSG00000010270.14	chr7	+	STARD3NL	38230669	59.85	69.54
ENSG00000010270.14	chr7	+	STARD3NL	38230408	37.96	28.26
ENSG00000010278.15	chr12	+	CD9	6238259	97.1	100
ENSG00000010278.15	chr12	+	CD9	6237984	1.09	0
ENSG00000010292.13	chr12	+	NCAPD2	6531955	90.35	93.05
ENSG00000010292.13	chr12	+	NCAPD2	6531489	3.67	1.07
ENSG00000010292.13	chr12	+	NCAPD2	6531906	1.74	1.07
ENSG00000010295.20	chr12	-	IFFO1	6539538	91.11	92.76
ENSG00000010295.20	chr12	-	IFFO1	6539667	4.44	2.63
ENSG00000010318.22	chr3	+	PHF7	52417756	15	61.9
ENSG00000010318.22	chr3	+	PHF7	52423641	50	23.81
ENSG00000010318.22	chr3	+	PHF7	52415848	25	14.29
ENSG00000010322.16	chr3	+	NISCH	52493068	79.03	88.16
ENSG00000010322.16	chr3	+	NISCH	52481910	11.99	5.85
ENSG00000010322.16	chr3	+	NISCH	52492614	3	0.42
ENSG00000010361.14	chr19	-	FUZ	49806865	56.25	60.42
ENSG00000010404.18	chrX	-	IDS	149478770	42.45	67.43
ENSG00000010404.18	chrX	-	IDS	149479516	25.47	18.91
ENSG00000010404.18	chrX	-	IDS	149487130	11.32	3.61
ENSG00000010404.18	chrX	-	IDS	149482540	11.32	2.51
ENSG00000010539.12	chr16	-	ZNF200	3223262	31.82	30.77
ENSG00000010539.12	chr16	-	ZNF200	3222324	34.09	40.38
ENSG00000010626.15	chr12	+	LRRC23	6914228	53.33	52.17
ENSG00000010626.15	chr12	+	LRRC23	6885770	13.33	34.78
ENSG00000010803.17	chr1	-	SCMH1	41027201	92	91.45
ENSG00000010810.18	chr6	-	FYN	111661285	86.45	78.77
ENSG00000010810.18	chr6	-	FYN	111660331	4.4	10.68
ENSG00000010810.18	chr6	-	FYN	111660767	0.37	2.85
ENSG00000010818.11	chr6	-	HIVEP2	142751473	36.36	73.33
ENSG00000010818.11	chr6	-	HIVEP2	142752253	18.18	13.33
ENSG00000010818.11	chr6	-	HIVEP2	142752316	18.18	5.33
ENSG00000011007.13	chr1	+	ELOA	23762059	35.97	58.54
ENSG00000011007.13	chr1	+	ELOA	23759906	57.55	33.8
ENSG00000011007.13	chr1	+	ELOA	23761841	2.16	4.18
ENSG00000011009.11	chr1	+	LYPLA2	23795539	80.49	85.32
ENSG00000011021.23	chr1	+	CLCN6	11843128	69.44	85.58
ENSG00000011021.23	chr1	+	CLCN6	11848061	4.17	7.21
ENSG00000011021.23	chr1	+	CLCN6	11818128	8.33	0
ENSG00000011021.23	chr1	+	CLCN6	11816818	4.17	0.48
ENSG00000011021.23	chr1	+	CLCN6	11821200	4.17	0
ENSG00000011021.23	chr1	+	CLCN6	11821898	4.17	0
ENSG00000011028.14	chr17	+	MRC2	62693597	84.62	96.87
ENSG00000011052.21	chr17	+	NME1-NME2	51171744	86.54	95.76
ENSG00000011052.21	chr17	+	NME1-NME2	51162733	1.92	1.21
ENSG00000011105.14	chr12	+	TSPAN9	3286559	60.34	85.64
ENSG00000011105.14	chr12	+	TSPAN9	3283673	19.83	7.86
ENSG00000011114.15	chr14	-	BTBD7	93237549	52.42	72.39
ENSG00000011114.15	chr14	-	BTBD7	93287627	22.58	3.68
ENSG00000011114.15	chr14	-	BTBD7	93241772	4.03	1.84
ENSG00000011114.15	chr14	-	BTBD7	93241893	2.42	1.23
ENSG00000011114.15	chr14	-	BTBD7	93323767	0.81	3.07
ENSG00000011114.15	chr14	-	BTBD7	93240679	1.61	1.84
ENSG00000011114.15	chr14	-	BTBD7	93251862	0	1.84
ENSG00000011114.15	chr14	-	BTBD7	93332626	1.61	0.61
ENSG00000011132.12	chr19	-	APBA3	3750875	90	80.7
ENSG00000011132.12	chr19	-	APBA3	3757900	5	14.04
ENSG00000011143.19	chr17	-	MKS1	58205440	88.16	66.1
ENSG00000011143.19	chr17	-	MKS1	58207560	6.58	22.03
ENSG00000011143.19	chr17	-	MKS1	58208650	0	5.08
ENSG00000011198.10	chr3	+	ABHD5	43718800	39.47	22.22
ENSG00000011198.10	chr3	+	ABHD5	43719876	17.54	20.37
ENSG00000011198.10	chr3	+	ABHD5	43722725	7.02	20.37
ENSG00000011198.10	chr3	+	ABHD5	43719790	7.02	9.26
ENSG00000011198.10	chr3	+	ABHD5	43720701	7.02	9.26
ENSG00000011198.10	chr3	+	ABHD5	43722567	4.39	5.56
ENSG00000011198.10	chr3	+	ABHD5	43734371	2.63	3.7
ENSG00000011198.10	chr3	+	ABHD5	43719607	3.51	0
ENSG00000011198.10	chr3	+	ABHD5	43718627	0	1.85
ENSG00000011198.10	chr3	+	ABHD5	43720068	0.88	1.85
ENSG00000011201.12	chrX	-	ANOS1	8528875	67.61	90.75
ENSG00000011201.12	chrX	-	ANOS1	8530378	13.22	1.73
ENSG00000011201.12	chrX	-	ANOS1	8565805	11.6	4.05
ENSG00000011201.12	chrX	-	ANOS1	8532577	1.37	0
ENSG00000011243.19	chr19	-	AKAP8L	15380049	95.51	95.62
ENSG00000011258.16	chr17	-	MBTD1	51177424	90.72	96
ENSG00000011260.14	chr17	+	UTP18	51297933	93.99	90.94
ENSG00000011275.19	chr7	-	RNF216	5620048	60	65.47
ENSG00000011275.19	chr7	-	RNF216	5622654	35.33	25.18
ENSG00000011275.19	chr7	-	RNF216	5620140	0.67	2.88
ENSG00000011295.16	chr17	+	TTC19	16028784	88.1	86.35
ENSG00000011295.16	chr17	+	TTC19	16029404	1.49	2.51
ENSG00000011295.16	chr17	+	TTC19	16028171	1.49	0.84
ENSG00000011295.16	chr17	+	TTC19	16028910	1.19	1.67
ENSG00000011295.16	chr17	+	TTC19	16015358	0	1.95
ENSG00000011304.22	chr19	+	PTBP1	812312	43.4	48.21
ENSG00000011304.22	chr19	+	PTBP1	812221	45.12	41.64
ENSG00000011332.22	chr19	-	DPF1	38211008	94.94	96.71
ENSG00000011347.10	chr11	-	SYT7	61515312	65.91	69.61
ENSG00000011347.10	chr11	-	SYT7	61513718	4.55	20.85
ENSG00000011347.10	chr11	-	SYT7	61515508	4.55	2.12
ENSG00000011347.10	chr11	-	SYT7	61518079	13.64	1.41
ENSG00000011376.12	chr3	+	LARS2	45548837	86.91	83.83
ENSG00000011376.12	chr3	+	LARS2	45549407	2.09	1.2
ENSG00000011376.12	chr3	+	LARS2	45554720	1.05	2.4
ENSG00000011376.12	chr3	+	LARS2	45548687	0.52	1.8
ENSG00000011376.12	chr3	+	LARS2	45548918	0	2.4
ENSG00000011376.12	chr3	+	LARS2	45553340	0	2.4
ENSG00000011405.14	chr11	-	PIK3C2A	17086574	81.9	90.16
ENSG00000011405.14	chr11	-	PIK3C2A	17088866	5.83	3.83
ENSG00000011405.14	chr11	-	PIK3C2A	17087793	4.6	1.09
ENSG00000011422.12	chr19	-	PLAUR	43648580	69.64	86.5
ENSG00000011422.12	chr19	-	PLAUR	43646271	8.93	6.75
ENSG00000011422.12	chr19	-	PLAUR	43645849	5.36	3.07
ENSG00000011422.12	chr19	-	PLAUR	43646094	5.36	1.23
ENSG00000011426.11	chr7	+	ANLN	36453791	59.76	69.16
ENSG00000011426.11	chr7	+	ANLN	36453671	27.93	21.59
ENSG00000011426.11	chr7	+	ANLN	36453443	2.4	3.96
ENSG00000011451.21	chr19	-	WIZ	15422093	64.94	72.43
ENSG00000011451.21	chr19	-	WIZ	15422241	16.97	15.14
ENSG00000011451.21	chr19	-	WIZ	15421522	5.9	5.41
ENSG00000011451.21	chr19	-	WIZ	15419977	2.21	1.08
ENSG00000011454.18	chr9	+	RABGAP1	123104866	58.59	60.67
ENSG00000011454.18	chr9	+	RABGAP1	123103947	2.02	0.75
ENSG00000011478.13	chr19	+	QPCTL	45703987	87.38	90.18
ENSG00000011485.15	chr19	+	PPP5C	46390852	95.53	94.65
ENSG00000011523.15	chr2	+	CEP68	65087004	47.77	44.68
ENSG00000011523.15	chr2	+	CEP68	65074490	25.48	24.82
ENSG00000011523.15	chr2	+	CEP68	65083956	7.64	5.67
ENSG00000011523.15	chr2	+	CEP68	65083839	5.73	7.09
ENSG00000011523.15	chr2	+	CEP68	65072000	1.27	8.51
ENSG00000011523.15	chr2	+	CEP68	65080539	2.55	0
ENSG00000011523.15	chr2	+	CEP68	65083775	1.27	1.42
ENSG00000011523.15	chr2	+	CEP68	65073072	1.27	0
ENSG00000011523.15	chr2	+	CEP68	65084535	1.91	0
ENSG00000011566.15	chr2	-	MAP4K3	39249280	86.02	91.96
ENSG00000011566.15	chr2	-	MAP4K3	39356164	3.23	0.5
ENSG00000011566.15	chr2	-	MAP4K3	39287804	2.15	1.51
ENSG00000011566.15	chr2	-	MAP4K3	39248940	2.15	1.01
ENSG00000011566.15	chr2	-	MAP4K3	39249202	1.08	1.51
ENSG00000011638.11	chr16	+	LDAF1	21180616	87.68	94.42
ENSG00000011638.11	chr16	+	LDAF1	21179992	3.62	1.52
ENSG00000011677.13	chrX	-	GABRA3	152166233	73.33	91.07
ENSG00000011677.13	chrX	-	GABRA3	152166282	0	2.68
ENSG00000011677.13	chrX	-	GABRA3	152254956	0	2.68
ENSG00000012048.24	chr17	-	BRCA1	43044300	88.46	76.32
ENSG00000012048.24	chr17	-	BRCA1	43148365	2.88	18.42
ENSG00000012048.24	chr17	-	BRCA1	43070341	3.85	2.63
ENSG00000012061.16	chr19	-	ERCC1	45409622	71.92	70.98
ENSG00000012061.16	chr19	-	ERCC1	45413435	12.33	11.4
ENSG00000012061.16	chr19	-	ERCC1	45407333	8.56	13.73
ENSG00000012061.16	chr19	-	ERCC1	45412574	1.71	0.78
ENSG00000012171.20	chr3	+	SEMA3B	50277165	86.67	33.33
ENSG00000012174.12	chrX	+	MBTPS2	21885423	74.51	85.24
ENSG00000012174.12	chrX	+	MBTPS2	21885040	3.92	1.9
ENSG00000012174.12	chrX	+	MBTPS2	21872372	5.88	0.95
ENSG00000012174.12	chrX	+	MBTPS2	21859651	0	1.9
ENSG00000012174.12	chrX	+	MBTPS2	21884772	1.96	1.43
ENSG00000012174.12	chrX	+	MBTPS2	21883203	0	1.43
ENSG00000012174.12	chrX	+	MBTPS2	21883269	1.96	0.95
ENSG00000012211.13	chrX	-	PRICKLE3	49174801	44.44	70.59
ENSG00000012211.13	chrX	-	PRICKLE3	49175551	36.11	5.88
ENSG00000012211.13	chrX	-	PRICKLE3	49175087	8.33	11.76
ENSG00000012211.13	chrX	-	PRICKLE3	49175195	5.56	5.88
ENSG00000012232.10	chr8	+	EXTL3	28753687	82.8	87.47
ENSG00000012232.10	chr8	+	EXTL3	28756562	0.87	3.08
ENSG00000012232.10	chr8	+	EXTL3	28751213	2.92	0.82
ENSG00000012232.10	chr8	+	EXTL3	28702529	2.04	1.03
ENSG00000012660.14	chr6	-	ELOVL5	53267403	92.24	95.02
ENSG00000012660.14	chr6	-	ELOVL5	53294087	1.21	0.93
ENSG00000012660.14	chr6	-	ELOVL5	53267491	1.21	1.04
ENSG00000012822.16	chr12	-	CALCOCO1	53711117	71.43	68.82
ENSG00000012822.16	chr12	-	CALCOCO1	53708516	3.57	1.61
ENSG00000012963.15	chr14	+	UBR7	93229215	80.18	89.29
ENSG00000012963.15	chr14	+	UBR7	93227113	14.98	8.33
ENSG00000012963.15	chr14	+	UBR7	93228424	1.76	1.19
ENSG00000012983.12	chr14	-	MAP4K5	50418520	42.31	44.35
ENSG00000012983.12	chr14	-	MAP4K5	50418829	31.54	31.38
ENSG00000012983.12	chr14	-	MAP4K5	50419781	6.92	6.28
ENSG00000012983.12	chr14	-	MAP4K5	50418883	2.31	1.67
ENSG00000013016.16	chr2	+	EHD3	31268394	75.71	83.33
ENSG00000013016.16	chr2	+	EHD3	31269447	7.14	6.48
ENSG00000013016.16	chr2	+	EHD3	31268322	1.43	3.7
ENSG00000013016.16	chr2	+	EHD3	31261232	4.29	0.93
ENSG00000013016.16	chr2	+	EHD3	31267376	2.86	0.93
ENSG00000013016.16	chr2	+	EHD3	31268289	1.43	1.85
ENSG00000013275.8	chr19	+	PSMC4	39981441	90.96	84.3
ENSG00000013275.8	chr19	+	PSMC4	39982815	3.29	9.23
ENSG00000013288.9	chr4	+	MAN2B2	6622403	60.87	88.64
ENSG00000013288.9	chr4	+	MAN2B2	6578814	17.39	3.03
ENSG00000013288.9	chr4	+	MAN2B2	6611991	4.35	2.27
ENSG00000013306.16	chr17	-	SLC25A39	44319627	89.24	92.03
ENSG00000013374.17	chr7	+	NUB1	151378449	39.11	59.91
ENSG00000013374.17	chr7	+	NUB1	151361249	38.22	14.41
ENSG00000013374.17	chr7	+	NUB1	151377286	7.56	13.51
ENSG00000013375.17	chr6	-	PGM3	83168908	43.59	35.97
ENSG00000013375.17	chr6	-	PGM3	83164872	18.46	22.13
ENSG00000013375.17	chr6	-	PGM3	83166586	14.87	14.62
ENSG00000013375.17	chr6	-	PGM3	83165479	4.62	7.91
ENSG00000013375.17	chr6	-	PGM3	83182777	2.56	3.16
ENSG00000013375.17	chr6	-	PGM3	83167780	1.54	1.98
ENSG00000013375.17	chr6	-	PGM3	83169121	0.51	2.37
ENSG00000013375.17	chr6	-	PGM3	83169520	2.05	0.79
ENSG00000013392.8	chr6	+	RWDD2A	83196537	65.52	71.23
ENSG00000013392.8	chr6	+	RWDD2A	83198932	20.69	13.7
ENSG00000013392.8	chr6	+	RWDD2A	83197458	10.34	10.96
ENSG00000013441.17	chr2	-	CLK1	200853080	92.63	92.97
ENSG00000013441.17	chr2	-	CLK1	200853008	3.16	5.98
ENSG00000013503.10	chr12	+	POLR3B	106510049	29.9	22.86
ENSG00000013503.10	chr12	+	POLR3B	106510198	31.96	37.14
ENSG00000013523.11	chr14	-	ANGEL1	76787245	77.05	72.88
ENSG00000013523.11	chr14	-	ANGEL1	76781738	13.11	16.95
ENSG00000013523.11	chr14	-	ANGEL1	76786788	3.28	1.69
ENSG00000013561.18	chr5	+	RNF14	141989186	54.44	61.92
ENSG00000013561.18	chr5	+	RNF14	141988039	32.22	22.18
ENSG00000013561.18	chr5	+	RNF14	141988418	2.22	6.69
ENSG00000013561.18	chr5	+	RNF14	141990292	2.22	2.51
ENSG00000013561.18	chr5	+	RNF14	141988829	2.22	2.09
ENSG00000013563.14	chrX	-	DNASE1L1	154401753	84.75	91.67
ENSG00000013563.14	chrX	-	DNASE1L1	154411053	11.86	1.19
ENSG00000013563.14	chrX	-	DNASE1L1	154402596	3.39	2.38
ENSG00000013563.14	chrX	-	DNASE1L1	154401795	0	3.57
ENSG00000013573.17	chr12	+	DDX11	31104791	95.08	94.25
ENSG00000013573.17	chr12	+	DDX11	31086406	1.14	3.45
ENSG00000013583.10	chr12	-	HEBP1	12974876	95.34	95.24
ENSG00000013810.21	chr4	+	TACC3	1745171	96.92	96.53
ENSG00000014123.10	chr6	+	UFL1	96555276	59.09	55.07
ENSG00000014123.10	chr6	+	UFL1	96555226	21.82	25.36
ENSG00000014123.10	chr6	+	UFL1	96555402	6.36	4.35
ENSG00000014123.10	chr6	+	UFL1	96555056	3.64	2.17
ENSG00000014123.10	chr6	+	UFL1	96522964	0	4.35
ENSG00000014123.10	chr6	+	UFL1	96555959	0	2.17
ENSG00000014138.10	chr11	+	POLA2	65297617	83.05	78.26
ENSG00000014138.10	chr11	+	POLA2	65298680	9.32	14.13
ENSG00000014164.7	chr8	-	ZC3H3	143437658	95.27	95.65
ENSG00000014216.16	chr11	+	CAPN1	65212006	93.77	95.91
ENSG00000014641.21	chr2	+	MDH1	63607197	95.92	96.84
ENSG00000014824.14	chr4	+	SLC30A9	42087521	78.15	81.33
ENSG00000014824.14	chr4	+	SLC30A9	42078909	10.36	5.07
ENSG00000014824.14	chr4	+	SLC30A9	42060526	2.8	1.6
ENSG00000014824.14	chr4	+	SLC30A9	42099365	1.68	1.33
ENSG00000014824.14	chr4	+	SLC30A9	42090457	0.28	2.67
ENSG00000014914.21	chr1	-	MTMR11	149928650	60	66.67
